Vertical,Organization Name,Website,Careers Page,Contact Page,Apply Email,Info Email,HR Email,Source URL,Country,Notes,Custom Requirement,Resume to Send,Candidate Email,Application Status
GovTech,Ignite,https://ignite.org.pk,https://ignite.org.pk/careers/,https://ignite.org.pk,careers@ignite.org.pk,info@ignite.org.pk,hr@ignite.org.pk,https://ignite.org.pk/careers/,Pakistan,National Technology Fund.,Full-stack product roles in gov programs,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
GovTech,Sindh IT Department,https://sitd.gos.pk,https://sitd.gos.pk/careers,https://sitd.gos.pk/contact,careers@sitd.gos.pk,info@sitd.gos.pk,hr@sitd.gos.pk,https://sitd.gos.pk/careers,Pakistan,Sindh Information Technology Department.,GovTech web applications,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
GreenTech,EcoEnergy,https://ecoenergy.com.pk,https://ecoenergy.com.pk/careers,https://ecoenergy.com.pk/contact,careers@ecoenergy.com.pk,info@ecoenergy.com.pk,hr@ecoenergy.com.pk,https://ecoenergy.com.pk/careers,Pakistan,Off-grid solar energy solutions.,IoT + dashboards + React,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
GreenTech,Reon Energy,https://reonenergy.com,https://reonenergy.com/join-our-team/,https://reonenergy.com/contact-us/,careers@reonenergy.com,info@reonenergy.com,hr@reonenergy.com,https://reonenergy.com/join-our-team/,Pakistan,Industrial solar and storage solutions.,Energy monitoring SaaS,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
GreenTech,Nizam Energy,https://nizamenergy.com,https://nizamenergy.com/careers,https://nizamenergy.com/contact-us,careers@nizamenergy.com,info@nizamenergy.com,hr@nizamenergy.com,https://nizamenergy.com/careers,Pakistan,Renewable energy provider.,Full-stack energy dashboards,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
GreenTech,Zorays Solar,https://zorays.com,https://zorays.com/careers,https://zorays.com/contact,careers@zorays.com,info@zorays.com,hr@zorays.com,https://zorays.com/careers,Pakistan,Solar EPC and monitoring.,React + Node monitoring tools,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
GreenTech,Shams Power,https://shamspower.com,https://shamspower.com/careers,https://shamspower.com/contact,careers@shamspower.com,info@shamspower.com,hr@shamspower.com,https://shamspower.com/careers,Pakistan,Commercial solar power provider.,Customer portals + dashboards,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Cybersecurity,Rewterz,https://www.rewterz.com,https://www.rewterz.com/careers,https://www.rewterz.com/contact,careers@rewterz.com,info@rewterz.com,hr@rewterz.com,https://www.rewterz.com/careers,Pakistan,Cybersecurity services and threat intel.,Security dashboards + full-stack,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Cybersecurity,Trillium Information Security,https://trillium-infosec.com,https://trillium-infosec.com/careers,https://trillium-infosec.com/contact,careers@trillium-infosec.com,info@trillium-infosec.com,hr@trillium-infosec.com,https://trillium-infosec.com/careers,Pakistan,Cybersecurity consulting.,SIEM / tooling front-ends,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Cybersecurity,Tranchulas,https://www.tranchulas.com,https://www.tranchulas.com/careers,https://www.tranchulas.com/contact,careers@tranchulas.com,info@tranchulas.com,hr@tranchulas.com,https://www.tranchulas.com/careers,Pakistan,Offensive security and pen-testing.,Security portal engineering,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Cybersecurity,Secureware,https://secureware.com.pk,https://secureware.com.pk/careers,https://secureware.com.pk/contact,careers@secureware.com.pk,info@secureware.com.pk,hr@secureware.com.pk,https://secureware.com.pk/careers,Pakistan,Cybersecurity product and services.,React + Node product engineering,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Cybersecurity,CyberForce,https://cyberforce.pk,https://cyberforce.pk/careers,https://cyberforce.pk/contact,careers@cyberforce.pk,info@cyberforce.pk,hr@cyberforce.pk,https://cyberforce.pk/careers,Pakistan,Cybersecurity services company.,Security SaaS dashboards,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
Cybersecurity,Ebryx,https://www.ebryx.com,https://www.ebryx.com/careers,https://www.ebryx.com/contact-us,careers@ebryx.com,info@ebryx.com,hr@ebryx.com,https://www.ebryx.com/careers,Pakistan,Cybersecurity products and services.,Full-stack security products,Usairam Saeed.pdf,saeed.usairam@gmail.com,Pending
AI & Data Science,Afiniti Pakistan,https://www.afiniti.com,https://www.afiniti.com/careers,https://www.afiniti.com/industry-reports/outcome-oriented-ai-for-contact-centers/,careers@afiniti.com,info@afiniti.com,hr@afiniti.com,https://www.afiniti.com/careers,Pakistan,AI-powered behavioral pairing company.,AI-integrated SaaS at large scale,Usairam_Saeed_EuroPass_CV.pdf,saeed.usairam@gmail.com,Pending
AI & Data Science,Systems Limited,https://www.systemsltd.com,https://www.systemsltd.com/careers,https://www.systemsltd.com/services/contact-center,careers@systemsltd.com,info@systemsltd.com,hr@systemsltd.com,https://www.systemsltd.com/careers,Pakistan,Largest IT services exporter; strong AI practice.,Full-stack AI product engineering,Usairam_Saeed_EuroPass_CV.pdf,saeed.usairam@gmail.com,Pending
AI & Data Science,Techlogix,https://www.techlogix.com,https://www.techlogix.com/careers/,https://www.techlogix.com/contact-usa/,careers@techlogix.com,info@techlogix.com,hr@techlogix.com,https://www.techlogix.com/careers/,Pakistan,Technology consulting and AI solutions.,Data-driven SaaS platforms,Usairam_Saeed_EuroPass_CV.pdf,saeed.usairam@gmail.com,Pending
AI & Data Science,Motive,https://gomotive.com,https://gomotive.com/company/careers/,https://gomotive.com/company/contact-us/,careers@gomotive.com,info@gomotive.com,hr@gomotive.com,https://gomotive.com/company/careers/,Pakistan,AI-driven fleet management (PK engineering hub).,AI + real-time systems at scale,Usairam_Saeed_EuroPass_CV.pdf,saeed.usairam@gmail.com,Pending
AI & Data Science,Data Vault,https://datavault.com.pk,https://datavault.com.pk/careers,https://datavault.com.pk/contact,careers@datavault.com.pk,info@datavault.com.pk,hr@datavault.com.pk,https://datavault.com.pk/careers,Pakistan,Data science and analytics consultancy.,AI HR SaaS experience (facial recognition),Usairam_Saeed_EuroPass_CV.pdf,saeed.usairam@gmail.com,Pending
AI & Data Science,Folio3,https://www.folio3.com,https://www.folio3.com/careers/,https://www.folio3.com/contact-us/,careers@folio3.com,info@folio3.com,hr@folio3.com,https://www.folio3.com/careers/,Pakistan,Software and AI product engineering.,Full stack + AI integration,Usairam_Saeed_EuroPass_CV.pdf,saeed.usairam@gmail.com,Pending
AI & Data Science,10Pearls,https://10pearls.com,https://10pearls.com/life-at-10pearls/,https://10pearls.com/get-in-touch/,careers@10pearls.com,info@10pearls.com,hr@10pearls.com,https://10pearls.com/life-at-10pearls/,Pakistan,Digital product development + AI.,Full-stack AI-enabled SaaS,Usairam_Saeed_EuroPass_CV.pdf,saeed.usairam@gmail.com,Pending
AI & Data Science,VentureDive,https://venturedive.com,https://venturedive.com/careers,https://venturedive.com/solutions/ai-contact-center-solutions,careers@venturedive.com,info@venturedive.com,hr@venturedive.com,https://venturedive.com/careers,Pakistan,Tech consulting / AI and data platforms.,AI / data-heavy SaaS,Usairam_Saeed_EuroPass_CV.pdf,saeed.usairam@gmail.com,Pending
AI & Data Science,Tintash,https://tintash.com,https://tintash.com/careers,https://tintash.com/contact/,careers@tintash.com,info@tintash.com,hr@tintash.com,https://tintash.com/careers,Pakistan,Product engineering + AI services.,AI-integrated full-stack,Usairam_Saeed_EuroPass_CV.pdf,saeed.usairam@gmail.com,Pending
AI & Data Science,Contour Software,https://www.contour-software.com,mailto:careers@contour-software.com,https://www.contour-software.com/contact,careers@contour-software.com,info@contour-software.com,hr@contour-software.com,mailto:careers@contour-software.com,Pakistan,Global product engineering subsidiary.,Full-stack + AI product roles,Usairam_Saeed_EuroPass_CV.pdf,saeed.usairam@gmail.com,Pending
